ID,Name,Club,Latitude,Longitude,Value,Category
182521,T. Kroos,Real Madrid,40.45306,-3.68835,76500000,Midfield
197781,Isco,Real Madrid,40.45306,-3.68835,73500000,Midfield
177003,L. Modri?,Real Madrid,40.45306,-3.68835,67000000,Midfield
173731,G. Bale,Real Madrid,40.45306,-3.68835,60000000,Forward
200145,Casemiro,Real Madrid,40.45306,-3.68835,59500000,Midfield
220834,Marco Asensio,Real Madrid,40.45306,-3.68835,54000000,Midfield
192119,T. Courtois,Real Madrid,40.45306,-3.68835,53500000,Goalkeeper
155862,Sergio Ramos,Real Madrid,40.45306,-3.68835,51000000,Defense
201535,R. Varane,Real Madrid,40.45306,-3.68835,50000000,Defense
176676,Marcelo,Real Madrid,40.45306,-3.68835,43000000,Defense
165153,K. Benzema,Real Madrid,40.45306,-3.68835,37000000,Forward
204963,Carvajal,Real Madrid,40.45306,-3.68835,31500000,Defense
193041,K. Navas,Real Madrid,40.45306,-3.68835,30500000,Goalkeeper
208618,Lucas Vázquez,Real Madrid,40.45306,-3.68835,27000000,Midfield
222509,Dani Ceballos,Real Madrid,40.45306,-3.68835,25000000,Midfield
200724,Nacho Fernández,Real Madrid,40.45306,-3.68835,24500000,Defense
221639,Mariano,Real Madrid,40.45306,-3.68835,20000000,Forward
234035,Odriozola,Real Madrid,40.45306,-3.68835,18500000,Defense
238794,Vinícius Júnior,Real Madrid,40.45306,-3.68835,17500000,Midfield
226161,Marcos Llorente,Real Madrid,40.45306,-3.68835,16000000,Midfield
225161,Vallejo,Real Madrid,40.45306,-3.68835,13500000,Defense
239053,F. Valverde,Real Madrid,40.45306,-3.68835,8500000,Midfield
177644,Kiko Casilla,Real Madrid,40.45306,-3.68835,7500000,Goalkeeper
245279,Reguilón,Real Madrid,40.45306,-3.68835,1400000,Defense
245238,Javi Sánchez,Real Madrid,40.45306,-3.68835,1200000,Defense
225105,Cristo González,Real Madrid,40.45306,-3.68835,1200000,Forward
241467,F. Feuillassier,Real Madrid,40.45306,-3.68835,1200000,Midfield
246608,Fidalgo,Real Madrid,40.45306,-3.68835,875000,Midfield
245287,Sergio López,Real Madrid,40.45306,-3.68835,875000,Defense
246606,Fran García,Real Madrid,40.45306,-3.68835,825000,Defense
243315,Dani Gómez,Real Madrid,40.45306,-3.68835,800000,Forward
243155,Manu Hernando,Real Madrid,40.45306,-3.68835,700000,Defense
240311,L. Zidane,Real Madrid,40.45306,-3.68835,350000,Goalkeeper
158023,L. Messi,FC Barcelona,41.380833,2.1225,110500000,Forward
176580,L. Suárez,FC Barcelona,41.380833,2.1225,80000000,Forward
189242,Coutinho,FC Barcelona,41.380833,2.1225,69500000,Midfield
192448,M. ter Stegen,FC Barcelona,41.380833,2.1225,58000000,Goalkeeper
205600,S. Umtiti,FC Barcelona,41.380833,2.1225,57000000,Defense
189511,Sergio Busquets,FC Barcelona,41.380833,2.1225,51500000,Midfield
168651,I. Rakiti?,FC Barcelona,41.380833,2.1225,46500000,Midfield
231443,O. Dembélé,FC Barcelona,41.380833,2.1225,40000000,Midfield
189332,Jordi Alba,FC Barcelona,41.380833,2.1225,38000000,Defense
152729,Piqué,FC Barcelona,41.380833,2.1225,34000000,Defense
230658,Arthur,FC Barcelona,41.380833,2.1225,32500000,Midfield
222737,Malcom,FC Barcelona,41.380833,2.1225,31500000,Midfield
201400,Rafinha,FC Barcelona,41.380833,2.1225,29500000,Midfield
199564,Sergi Roberto,FC Barcelona,41.380833,2.1225,26500000,Defense
181872,A. Vidal,FC Barcelona,41.380833,2.1225,26000000,Midfield
220440,C. Lenglet,FC Barcelona,41.380833,2.1225,26000000,Defense
227928,Nélson Semedo,FC Barcelona,41.380833,2.1225,20000000,Defense
199987,J. Cillessen,FC Barcelona,41.380833,2.1225,18000000,Goalkeeper
205192,Denis Suárez,FC Barcelona,41.380833,2.1225,17500000,Midfield
220253,Munir,FC Barcelona,41.380833,2.1225,12500000,Forward
233113,Aleñá,FC Barcelona,41.380833,2.1225,6000000,Midfield
157304,T. Vermaelen,FC Barcelona,41.380833,2.1225,5000000,Defense
208088,Sergi Samper,FC Barcelona,41.380833,2.1225,4800000,Midfield
242816,Riqui Puig,FC Barcelona,41.380833,2.1225,2100000,Midfield
237156,M. Wagué,FC Barcelona,41.380833,2.1225,1600000,Defense
239250,Abel Ruiz,FC Barcelona,41.380833,2.1225,1600000,Forward
239249,Oriol Busquets,FC Barcelona,41.380833,2.1225,1500000,Midfield
240915,Miranda,FC Barcelona,41.380833,2.1225,1200000,Defense
241810,Chumi,FC Barcelona,41.380833,2.1225,1000000,Defense
246599,Guillem Jaime,FC Barcelona,41.380833,2.1225,975000,Midfield
237522,Jorge Cuenca,FC Barcelona,41.380833,2.1225,850000,Defense
225395,Ezkieta,FC Barcelona,41.380833,2.1225,525000,Goalkeeper
246139,Iñaki Peña,FC Barcelona,41.380833,2.1225,450000,Goalkeeper
192985,K. De Bruyne,Manchester City,53.482989,-2.200292,102000000,Midfield
153079,S. Agüero,Manchester City,53.482989,-2.200292,64500000,Forward
222492,L. Sané,Manchester City,53.482989,-2.200292,61000000,Midfield
168542,David Silva,Manchester City,53.482989,-2.200292,60000000,Midfield
218667,Bernardo Silva,Manchester City,53.482989,-2.200292,59500000,Midfield
202652,R. Sterling,Manchester City,53.482989,-2.200292,56500000,Midfield
210257,Ederson,Manchester City,53.482989,-2.200292,41500000,Goalkeeper
230666,Gabriel Jesus,Manchester City,53.482989,-2.200292,41000000,Forward
204485,R. Mahrez,Manchester City,53.482989,-2.200292,40500000,Midfield
212218,A. Laporte,Manchester City,53.482989,-2.200292,34000000,Defense
186942,I. Gündo?an,Manchester City,53.482989,-2.200292,32000000,Midfield
192366,N. Otamendi,Manchester City,53.482989,-2.200292,28500000,Defense
203574,J. Stones,Manchester City,53.482989,-2.200292,28500000,Defense
188377,K. Walker,Manchester City,53.482989,-2.200292,24500000,Defense
139720,V. Kompany,Manchester City,53.482989,-2.200292,22000000,Defense
204884,B. Mendy,Manchester City,53.482989,-2.200292,20000000,Defense
135507,Fernandinho,Manchester City,53.482989,-2.200292,18000000,Midfield
199304,Danilo,Manchester City,53.482989,-2.200292,12000000,Defense
183427,F. Delph,Manchester City,53.482989,-2.200292,11500000,Defense
237692,P. Foden,Manchester City,53.482989,-2.200292,8000000,Midfield
190531,E. Mangala,Manchester City,53.482989,-2.200292,7500000,Defense
227813,O. Zinchenko,Manchester City,53.482989,-2.200292,3300000,Defense
174543,C. Bravo,Manchester City,53.482989,-2.200292,2400000,Goalkeeper
231410,Brahim Díaz,Manchester City,53.482989,-2.200292,2200000,Midfield
234679,P. Sandler,Manchester City,53.482989,-2.200292,1700000,Defense
245035,C. Gomes,Manchester City,53.482989,-2.200292,1100000,Midfield
223963,C. Humphreys-Grant,Manchester City,53.482989,-2.200292,600000,Defense
245037,Eric García,Manchester City,53.482989,-2.200292,550000,Defense
233051,L. Bolton,Manchester City,53.482989,-2.200292,525000,Midfield
233164,A. Muric,Manchester City,53.482989,-2.200292,450000,Goalkeeper
241632,B. Garré,Manchester City,53.482989,-2.200292,400000,Midfield
233048,T. Dele-Bashiru,Manchester City,53.482989,-2.200292,210000,Midfield
224947,D. Grimshaw,Manchester City,53.482989,-2.200292,120000,Goalkeeper
211110,P. Dybala,Juventus,45.109594,7.641247,89000000,Forward
20801,Cristiano Ronaldo,Juventus,45.109594,7.641247,77000000,Forward
190483,Douglas Costa,Juventus,45.109594,7.641247,46500000,Midfield
180206,M. Pjani?,Juventus,45.109594,7.641247,44000000,Midfield
191043,Alex Sandro,Juventus,45.109594,7.641247,36500000,Defense
179846,S. Khedira,Juventus,45.109594,7.641247,33000000,Midfield
186153,W. Szcz?sny,Juventus,45.109594,7.641247,32000000,Goalkeeper
184344,L. Bonucci,Juventus,45.109594,7.641247,30000000,Defense
177509,M. Benatia,Juventus,45.109594,7.641247,30000000,Defense
193082,J. Cuadrado,Juventus,45.109594,7.641247,29500000,Midfield
198009,M. Perin,Juventus,45.109594,7.641247,29500000,Goalkeeper
212404,F. Bernardeschi,Juventus,45.109594,7.641247,29500000,Midfield
138956,G. Chiellini,Juventus,45.109594,7.641247,27000000,Defense
170890,B. Matuidi,Juventus,45.109594,7.641247,26000000,Midfield
210514,João Cancelo,Juventus,45.109594,7.641247,25500000,Defense
181783,M. Mandžuki?,Juventus,45.109594,7.641247,25000000,Forward
211320,D. Rugani,Juventus,45.109594,7.641247,24500000,Defense
208333,E. Can,Juventus,45.109594,7.641247,19500000,Midfield
227535,R. Bentancur,Juventus,45.109594,7.641247,15500000,Midfield
202884,L. Spinazzola,Juventus,45.109594,7.641247,11000000,Midfield
206058,M. De Sciglio,Juventus,45.109594,7.641247,10500000,Defense
236610,M. Kean,Juventus,45.109594,7.641247,6500000,Forward
137186,A. Barzagli,Juventus,45.109594,7.641247,4200000,Defense
189342,C. Pinsoglio,Juventus,45.109594,7.641247,2200000,Goalkeeper
245491,P. Beruatto,Juventus,45.109594,7.641247,575000,Defense
188545,R. Lewandowski,FC Bayern München,48.218775,11.62475278,77000000,Forward
198710,J. Rodríguez,FC Bayern München,48.218775,11.62475278,69500000,Midfield
178603,M. Hummels,FC Bayern München,48.218775,11.62475278,46000000,Defense
189509,Thiago,FC Bayern München,48.218775,11.62475278,45500000,Midfield
189596,T. Müller,FC Bayern München,48.218775,11.62475278,45000000,Midfield
212622,J. Kimmich,FC Bayern München,48.218775,11.62475278,40500000,Midfield
167495,M. Neuer,FC Bayern München,48.218775,11.62475278,38000000,Goalkeeper
197445,D. Alaba,FC Bayern München,48.218775,11.62475278,38000000,Defense
212190,N. Süle,FC Bayern München,48.218775,11.62475278,36500000,Defense
206113,S. Gnabry,FC Bayern München,48.218775,11.62475278,34500000,Forward
219683,C. Tolisso,FC Bayern München,48.218775,11.62475278,34000000,Midfield
213345,K. Coman,FC Bayern München,48.218775,11.62475278,34000000,Midfield
209658,L. Goretzka,FC Bayern München,48.218775,11.62475278,34000000,Midfield
183907,J. Boateng,FC Bayern München,48.218775,11.62475278,30000000,Defense
177610,Javi Martínez,FC Bayern München,48.218775,11.62475278,20000000,Midfield
9014,A. Robben,FC Bayern München,48.218775,11.62475278,15500000,Midfield
156616,F. Ribéry,FC Bayern München,48.218775,11.62475278,11500000,Midfield
186569,S. Ulreich,FC Bayern München,48.218775,11.62475278,10000000,Goalkeeper
230767,Renato Sanches,FC Bayern München,48.218775,11.62475278,10000000,Midfield
168607,Rafinha,FC Bayern München,48.218775,11.62475278,4300000,Defense
235266,C. Früchtl,FC Bayern München,48.218775,11.62475278,1000000,Goalkeeper
243275,L. Mai,FC Bayern München,48.218775,11.62475278,850000,Defense
243357,F. Evina,FC Bayern München,48.218775,11.62475278,725000,Midfield
244024,O. Batista Meier,FC Bayern München,48.218775,11.62475278,725000,Midfield
242980,M. Shabani,FC Bayern München,48.218775,11.62475278,575000,Midfield
246127,P. Will,FC Bayern München,48.218775,11.62475278,525000,Midfield
245100,M. Awoudja,FC Bayern München,48.218775,11.62475278,375000,Defense
243514,J. Meier,FC Bayern München,48.218775,11.62475278,290000,Defense
241859,R. Hoffmann,FC Bayern München,48.218775,11.62475278,160000,Goalkeeper
194765,A. Griezmann,Atlético Madrid,40.436111,-3.599444,78000000,Midfield
200389,J. Oblak,Atlético Madrid,40.436111,-3.599444,68000000,Goalkeeper
208421,Saúl,Atlético Madrid,40.436111,-3.599444,50500000,Midfield
193747,Koke,Atlético Madrid,40.436111,-3.599444,45000000,Midfield
182493,D. Godín,Atlético Madrid,40.436111,-3.599444,44000000,Defense
179844,Diego Costa,Atlético Madrid,40.436111,-3.599444,38500000,Forward
213565,T. Lemar,Atlético Madrid,40.436111,-3.599444,35500000,Midfield
216460,J. Giménez,Atlético Madrid,40.436111,-3.599444,34000000,Defense
227055,Gelson Martins,Atlético Madrid,40.436111,-3.599444,29500000,Midfield
231866,Rodri,Atlético Madrid,40.436111,-3.599444,29000000,Midfield
204639,S. Savi?,Atlético Madrid,40.436111,-3.599444,26000000,Defense
220814,L. Hernández,Atlético Madrid,40.436111,-3.599444,25500000,Defense
209989,T. Partey,Atlético Madrid,40.436111,-3.599444,25500000,Midfield
214997,A. Correa,Atlético Madrid,40.436111,-3.599444,24500000,Midfield
164169,Filipe Luís,Atlético Madrid,40.436111,-3.599444,21500000,Defense
199715,Vitolo,Atlético Madrid,40.436111,-3.599444,18000000,Midfield
178086,Adán,Atlético Madrid,40.436111,-3.599444,15500000,Goalkeeper
185431,N. Kalini?,Atlético Madrid,40.436111,-3.599444,12000000,Forward
204259,S. Arias,Atlético Madrid,40.436111,-3.599444,10500000,Defense
146760,Juanfran,Atlético Madrid,40.436111,-3.599444,5500000,Defense
229865,Óscar Pinchi,Atlético Madrid,40.436111,-3.599444,1100000,Midfield
243652,Borja Garcés,Atlético Madrid,40.436111,-3.599444,950000,Forward
244938,Montero,Atlético Madrid,40.436111,-3.599444,875000,Defense
241588,Toni Moya,Atlético Madrid,40.436111,-3.599444,800000,Midfield
238446,Tachi,Atlético Madrid,40.436111,-3.599444,725000,Defense
246276,Joaquín,Atlético Madrid,40.436111,-3.599444,700000,Midfield
243080,Carlos Isaac,Atlético Madrid,40.436111,-3.599444,625000,Defense
243308,Álex Dos Santos,Atlético Madrid,40.436111,-3.599444,450000,Goalkeeper
246061,A. Solano,Atlético Madrid,40.436111,-3.599444,425000,Defense
236940,Darío Poveda,Atlético Madrid,40.436111,-3.599444,425000,Forward
245986,Cristian Rodríguez,Atlético Madrid,40.436111,-3.599444,325000,Midfield
240559,Obama,Atlético Madrid,40.436111,-3.599444,325000,Forward
245999,Mollejo,Atlético Madrid,40.436111,-3.599444,300000,Midfield
190871,Neymar Jr,Paris Saint-Germain,48.84138889,2.253055555,118500000,Midfield
231747,K. Mbappé,Paris Saint-Germain,48.84138889,2.253055555,81000000,Midfield
179813,E. Cavani,Paris Saint-Germain,48.84138889,2.253055555,60000000,Forward
199556,M. Verratti,Paris Saint-Germain,48.84138889,2.253055555,55000000,Midfield
207865,Marquinhos,Paris Saint-Germain,48.84138889,2.253055555,35500000,Midfield
210008,A. Rabiot,Paris Saint-Germain,48.84138889,2.253055555,33000000,Midfield
202166,J. Draxler,Paris Saint-Germain,48.84138889,2.253055555,32500000,Midfield
225850,P. Kimpembe,Paris Saint-Germain,48.84138889,2.253055555,30500000,Defense
183898,A. Di María,Paris Saint-Germain,48.84138889,2.253055555,29500000,Midfield
164240,Thiago Silva,Paris Saint-Germain,48.84138889,2.253055555,24000000,Defense
202371,T. Meunier,Paris Saint-Germain,48.84138889,2.253055555,21000000,Midfield
193105,A. Areola,Paris Saint-Germain,48.84138889,2.253055555,16500000,Goalkeeper
201510,L. Kurzawa,Paris Saint-Germain,48.84138889,2.253055555,13000000,Defense
232411,C. Nkunku,Paris Saint-Germain,48.84138889,2.253055555,11500000,Midfield
226229,T. Kehrer,Paris Saint-Germain,48.84138889,2.253055555,11000000,Defense
202515,Jesé,Paris Saint-Germain,48.84138889,2.253055555,9500000,Midfield
183569,E. Choupo-Moting,Paris Saint-Germain,48.84138889,2.253055555,9000000,Forward
205069,Bernat,Paris Saint-Germain,48.84138889,2.253055555,7500000,Defense
163711,L. Diarra,Paris Saint-Germain,48.84138889,2.253055555,6000000,Midfield
146530,Dani Alves,Paris Saint-Germain,48.84138889,2.253055555,4800000,Defense
1179,G. Buffon,Paris Saint-Germain,48.84138889,2.253055555,4000000,Goalkeeper
241852,M. Diaby,Paris Saint-Germain,48.84138889,2.253055555,3700000,Midfield
241496,T. Weah,Paris Saint-Germain,48.84138889,2.253055555,2200000,Midfield
241941,S. Nsoki,Paris Saint-Germain,48.84138889,2.253055555,1700000,Defense
243627,Y. Adli,Paris Saint-Germain,48.84138889,2.253055555,1100000,Midfield
241497,C. Dagba,Paris Saint-Germain,48.84138889,2.253055555,875000,Defense
234795,A. Bernede,Paris Saint-Germain,48.84138889,2.253055555,750000,Midfield
229194,A. Georgen,Paris Saint-Germain,48.84138889,2.253055555,700000,Defense
242242,S. Cibois,Paris Saint-Germain,48.84138889,2.253055555,550000,Goalkeeper
203898,K. Rimane,Paris Saint-Germain,48.84138889,2.253055555,450000,Defense
202126,H. Kane,Tottenham Hotspur,51.603333,-0.065833,83500000,Forward
190460,C. Eriksen,Tottenham Hotspur,51.603333,-0.065833,73500000,Midfield
211117,D. Alli,Tottenham Hotspur,51.603333,-0.065833,42500000,Midfield
184087,T. Alderweireld,Tottenham Hotspur,51.603333,-0.065833,39000000,Defense
200104,H. Son,Tottenham Hotspur,51.603333,-0.065833,37000000,Midfield
167948,H. Lloris,Tottenham Hotspur,51.603333,-0.065833,36000000,Goalkeeper
172871,J. Vertonghen,Tottenham Hotspur,51.603333,-0.065833,34000000,Defense
220793,D. Sánchez,Tottenham Hotspur,51.603333,-0.065833,34000000,Defense
200949,Lucas Moura,Tottenham Hotspur,51.603333,-0.065833,31000000,Midfield
162240,M. Dembélé,Tottenham Hotspur,51.603333,-0.065833,24000000,Midfield
170368,E. Lamela,Tottenham Hotspur,51.603333,-0.065833,21000000,Midfield
186345,K. Trippier,Tottenham Hotspur,51.603333,-0.065833,18500000,Defense
205923,B. Davies,Tottenham Hotspur,51.603333,-0.065833,18500000,Defense
202335,E. Dier,Tottenham Hotspur,51.603333,-0.065833,16500000,Midfield
197853,S. Aurier,Tottenham Hotspur,51.603333,-0.065833,15500000,Defense
169595,D. Rose,Tottenham Hotspur,51.603333,-0.065833,14500000,Defense
188942,V. Wanyama,Tottenham Hotspur,51.603333,-0.065833,14500000,Midfield
222400,H. Winks,Tottenham Hotspur,51.603333,-0.065833,13000000,Midfield
183394,M. Sissoko,Tottenham Hotspur,51.603333,-0.065833,9000000,Midfield
219732,G. Nkoudou,Tottenham Hotspur,51.603333,-0.065833,9000000,Midfield
226537,V. Janssen,Tottenham Hotspur,51.603333,-0.065833,8500000,Forward
237221,J. Foyth,Tottenham Hotspur,51.603333,-0.065833,5500000,Defense
205186,P. Gazzaniga,Tottenham Hotspur,51.603333,-0.065833,5000000,Goalkeeper
162131,Llorente,Tottenham Hotspur,51.603333,-0.065833,4800000,Forward
137677,M. Vorm,Tottenham Hotspur,51.603333,-0.065833,3600000,Goalkeeper
227927,K. Walker-Peters,Tottenham Hotspur,51.603333,-0.065833,1600000,Defense
232250,L. Amos,Tottenham Hotspur,51.603333,-0.065833,1200000,Midfield
237139,T. Oakley-Boothe,Tottenham Hotspur,51.603333,-0.065833,925000,Midfield
241042,O. Skipp,Tottenham Hotspur,51.603333,-0.065833,800000,Midfield
233426,A. Georgiou,Tottenham Hotspur,51.603333,-0.065833,575000,Midfield
235736,K. Sterling,Tottenham Hotspur,51.603333,-0.065833,550000,Forward
236239,A. Whiteman,Tottenham Hotspur,51.603333,-0.065833,450000,Goalkeeper
228053,S. Harrison,Tottenham Hotspur,51.603333,-0.065833,450000,Forward
183277,E. Hazard,Chelsea,51.481667,-0.191111,93000000,Forward
215914,N. Kanté,Chelsea,51.481667,-0.191111,63000000,Midfield
205498,Jorginho,Chelsea,51.481667,-0.191111,38000000,Midfield
184432,Azpilicueta,Chelsea,51.481667,-0.191111,35000000,Defense
207410,M. Kova?i?,Chelsea,51.481667,-0.191111,35000000,Midfield
180403,Willian,Chelsea,51.481667,-0.191111,30500000,Midfield
206585,Kepa,Chelsea,51.481667,-0.191111,28500000,Goalkeeper
201153,Morata,Chelsea,51.481667,-0.191111,28500000,Forward
192638,Marcos Alonso,Chelsea,51.481667,-0.191111,24000000,Defense
205452,A. Rüdiger,Chelsea,51.481667,-0.191111,22500000,Defense
162895,Cesc Fàbregas,Chelsea,51.481667,-0.191111,22000000,Midfield
213661,A. Christensen,Chelsea,51.481667,-0.191111,21500000,Defense
189505,Pedro,Chelsea,51.481667,-0.191111,21000000,Midfield
178509,O. Giroud,Chelsea,51.481667,-0.191111,20000000,Forward
179944,David Luiz,Chelsea,51.481667,-0.191111,17500000,Defense
199189,R. Barkley,Chelsea,51.481667,-0.191111,16000000,Midfield
199767,M. van Ginkel,Chelsea,51.481667,-0.191111,14500000,Midfield
213666,R. Loftus-Cheek,Chelsea,51.481667,-0.191111,13000000,Midfield
186132,D. Drinkwater,Chelsea,51.481667,-0.191111,12500000,Midfield
216150,D. Zappacosta,Chelsea,51.481667,-0.191111,12500000,Defense
172962,V. Moses,Chelsea,51.481667,-0.191111,11000000,Midfield
164468,G. Cahill,Chelsea,51.481667,-0.191111,8500000,Defense
210736,Emerson,Chelsea,51.481667,-0.191111,7000000,Defense
203038,Lucas Piazon,Chelsea,51.481667,-0.191111,4200000,Midfield
240740,C. Hudson-Odoi,Chelsea,51.481667,-0.191111,3500000,Midfield
235735,E. Ampadu,Chelsea,51.481667,-0.191111,1100000,Midfield
139062,W. Caballero,Chelsea,51.481667,-0.191111,1000000,Goalkeeper
245992,B. Gilmour,Chelsea,51.481667,-0.191111,550000,Midfield
238075,M. Taylor-Crossdale,Chelsea,51.481667,-0.191111,525000,Forward
241160,G. McEachran,Chelsea,51.481667,-0.191111,350000,Midfield
241159,M. Guehi,Chelsea,51.481667,-0.191111,230000,Defense
101880,R. Green,Chelsea,51.481667,-0.191111,210000,Goalkeeper
238186,M. Bulka,Chelsea,51.481667,-0.191111,150000,Goalkeeper
193080,De Gea,Manchester United,53.463056,-2.291389,72000000,Goalkeeper
195864,P. Pogba,Manchester United,53.463056,-2.291389,64000000,Midfield
192505,R. Lukaku,Manchester United,53.463056,-2.291389,62500000,Forward
211300,A. Martial,Manchester United,53.463056,-2.291389,42500000,Midfield
184941,A. Sánchez,Manchester United,53.463056,-2.291389,37500000,Midfield
231677,M. Rashford,Manchester United,53.463056,-2.291389,27000000,Midfield
209297,Fred,Manchester United,53.463056,-2.291389,26500000,Midfield
207494,J. Lingard,Manchester United,53.463056,-2.291389,26500000,Midfield
178088,Juan Mata,Manchester United,53.463056,-2.291389,24500000,Midfield
191202,N. Mati?,Manchester United,53.463056,-2.291389,24000000,Midfield
225508,E. Bailly,Manchester United,53.463056,-2.291389,21000000,Defense
191740,Ander Herrera,Manchester United,53.463056,-2.291389,17500000,Midfield
205988,L. Shaw,Manchester United,53.463056,-2.291389,16500000,Defense
189881,C. Smalling,Manchester United,53.463056,-2.291389,16000000,Defense
221660,V. Lindelöf,Manchester United,53.463056,-2.291389,14500000,Defense
208450,Andreas Pereira,Manchester United,53.463056,-2.291389,14000000,Midfield
194957,P. Jones,Manchester United,53.463056,-2.291389,12000000,Defense
176944,M. Fellaini,Manchester United,53.463056,-2.291389,11500000,Midfield
167905,A. Valencia,Manchester United,53.463056,-2.291389,10000000,Midfield
201862,M. Rojo,Manchester United,53.463056,-2.291389,10000000,Defense
173373,S. Romero,Manchester United,53.463056,-2.291389,9000000,Goalkeeper
152908,A. Young,Manchester United,53.463056,-2.291389,7000000,Defense
184392,M. Darmian,Manchester United,53.463056,-2.291389,6000000,Defense
234574,Diogo Dalot,Manchester United,53.463056,-2.291389,4700000,Defense
237238,S. McTominay,Manchester United,53.463056,-2.291389,3800000,Midfield
240507,A. Gomes,Manchester United,53.463056,-2.291389,1500000,Midfield
53739,L. Grant,Manchester United,53.463056,-2.291389,1300000,Goalkeeper
237698,C. Gribbin,Manchester United,53.463056,-2.291389,1200000,Midfield
233510,T. Chong,Manchester United,53.463056,-2.291389,1100000,Midfield
240513,E. Hamilton,Manchester United,53.463056,-2.291389,1000000,Midfield
237160,R. Williams,Manchester United,53.463056,-2.291389,875000,Defense
240510,J. Bohui,Manchester United,53.463056,-2.291389,700000,Forward
225557,R. Poole,Manchester United,53.463056,-2.291389,675000,Defense
209331,M. Salah,Liverpool,53.430819,-2.960828,69500000,Midfield
201942,Roberto Firmino,Liverpool,53.430819,-2.960828,53000000,Midfield
208722,S. Mané,Liverpool,53.430819,-2.960828,52000000,Midfield
203376,V. van Dijk,Liverpool,53.430819,-2.960828,44500000,Defense
212831,Alisson,Liverpool,53.430819,-2.960828,36500000,Goalkeeper
209499,Fabinho,Liverpool,53.430819,-2.960828,34000000,Midfield
220971,N. Keïta,Liverpool,53.430819,-2.960828,34000000,Midfield
216267,A. Robertson,Liverpool,53.430819,-2.960828,24500000,Defense
181291,G. Wijnaldum,Liverpool,53.430819,-2.960828,23000000,Midfield
198784,A. Oxlade-Chamberlain,Liverpool,53.430819,-2.960828,19500000,Midfield
193348,X. Shaqiri,Liverpool,53.430819,-2.960828,19000000,Midfield
183711,J. Henderson,Liverpool,53.430819,-2.960828,18000000,Midfield
195086,D. Lovren,Liverpool,53.430819,-2.960828,16000000,Defense
171833,D. Sturridge,Liverpool,53.430819,-2.960828,15500000,Forward
197061,J. Matip,Liverpool,53.430819,-2.960828,15000000,Defense
225100,J. Gomez,Liverpool,53.430819,-2.960828,14500000,Defense
231281,T. Alexander-Arnold,Liverpool,53.430819,-2.960828,14000000,Defense
138412,J. Milner,Liverpool,53.430819,-2.960828,13500000,Midfield
180819,A. Lallana,Liverpool,53.430819,-2.960828,13500000,Midfield
213135,D. Origi,Liverpool,53.430819,-2.960828,12000000,Forward
190456,N. Clyne,Liverpool,53.430819,-2.960828,11500000,Defense
205566,Alberto Moreno,Liverpool,53.430819,-2.960828,9000000,Defense
173426,S. Mignolet,Liverpool,53.430819,-2.960828,8000000,Goalkeeper
212125,L. Markovi?,Liverpool,53.430819,-2.960828,7000000,Midfield
225539,D. Solanke,Liverpool,53.430819,-2.960828,3900000,Forward
224019,Pedro Chirivella,Liverpool,53.430819,-2.960828,975000,Midfield
238460,R. Brewster,Liverpool,53.430819,-2.960828,700000,Forward
242434,C. Jones,Liverpool,53.430819,-2.960828,550000,Midfield
243055,Rafael Camacho,Liverpool,53.430819,-2.960828,525000,Midfield
240906,B. Adekanye,Liverpool,53.430819,-2.960828,450000,Midfield
240926,N. Phillips,Liverpool,53.430819,-2.960828,425000,Defense
228383,K. Grabara,Liverpool,53.430819,-2.960828,280000,Goalkeeper
242085,M. Virtue,Liverpool,53.430819,-2.960828,250000,Midfield
198219,L. Insigne,Napoli,40.827967,14.193008,62000000,Midfield
201024,K. Koulibaly,Napoli,40.827967,14.193008,51000000,Defense
171877,M. Hamšík,Napoli,40.827967,14.193008,46500000,Midfield
175943,D. Mertens,Napoli,40.827967,14.193008,45000000,Forward
185020,José Callejón,Napoli,40.827967,14.193008,27500000,Midfield
199914,Allan,Napoli,40.827967,14.193008,26500000,Midfield
226271,Fabián,Napoli,40.827967,14.193008,26000000,Midfield
205175,A. Milik,Napoli,40.827967,14.193008,25500000,Forward
210406,P. Zieli?ski,Napoli,40.827967,14.193008,24500000,Midfield
210864,E. Hysaj,Napoli,40.827967,14.193008,20000000,Defense
196889,S. Verdi,Napoli,40.827967,14.193008,19500000,Midfield
157481,Raúl Albiol,Napoli,40.827967,14.193008,18000000,Defense
201454,F. Ghoulam,Napoli,40.827967,14.193008,16500000,Defense
230613,A. Diawara,Napoli,40.827967,14.193008,14000000,Midfield
225116,A. Meret,Napoli,40.827967,14.193008,12000000,Goalkeeper
204614,Mário Rui,Napoli,40.827967,14.193008,11500000,Defense
215466,N. Maksimovi?,Napoli,40.827967,14.193008,11000000,Defense
236311,M. Rog,Napoli,40.827967,14.193008,9000000,Midfield
176550,D. Ospina,Napoli,40.827967,14.193008,8500000,Goalkeeper
205943,V. Chiriche?,Napoli,40.827967,14.193008,8500000,Defense
205966,A. Younes,Napoli,40.827967,14.193008,8000000,Midfield
198949,K. Malcuit,Napoli,40.827967,14.193008,7500000,Defense
183497,O. Karnezis,Napoli,40.827967,14.193008,7000000,Goalkeeper
231242,A. Ounas,Napoli,40.827967,14.193008,6000000,Midfield
220534,S. Luperto,Napoli,40.827967,14.193008,2500000,Defense
201399,M. Icardi,Inter,45.47808,9.124,64500000,Forward
